event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),Unnamed: 8,Unnamed: 9,Unnamed: 10,city,total_quantity_sold,product_name,promo_discount,revenue_before_promo,revenue_after_promo
902903,STVSK-2,CAMP_DIW_01,P13,350,BOGOF,49,164,,,,visakhapatnam,213,Atliq_High_Glo_15W_LED_Bulb,175.0,17150,28700.0
8481be,STCHE-1,CAMP_DIW_01,P04,290,25% OFF,327,287,,,,chennai,614,Atliq_Farm_Chakki_Atta (1KG),72.5,94830,62422.5
333ef0,STHYD-0,CAMP_DIW_01,P14,1020,BOGOF,47,163,,,,hyderabad,210,Atliq_waterproof_Immersion_Rod,510.0,47940,83130.0
5dd3d3,STVJD-0,CAMP_DIW_01,P09,110,50% OFF,40,54,,,,vijayawada,94,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,4400,2970.0
98cc83,STVSK-0,CAMP_DIW_01,P10,65,50% OFF,84,127,,,,visakhapatnam,211,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,5460,4127.5
5a6ad7,STBLR-9,CAMP_DIW_01,P14,1020,BOGOF,45,153,,,,bengaluru,198,Atliq_waterproof_Immersion_Rod,510.0,45900,78030.0
b0cc1e,STBLR-9,CAMP_SAN_01,P02,860,33% OFF,610,847,,,,bengaluru,1457,Atliq_Sonamasuri_Rice (10KG),283.8,524600,488041.4
21b73e,STTRV-0,CAMP_DIW_01,P05,55,25% OFF,61,59,,,,trivandrum,120,Atliq_Scrub_Sponge_For_Dishwash,13.75,3355,2433.75
c3c9e3,STVSK-1,CAMP_DIW_01,P15,3000,500 Cashback,301,869,,,,visakhapatnam,1170,Atliq_Home_Essential_8_Product_Combo,2500.0,903000,434500.0
b76f57,STBLR-8,CAMP_DIW_01,P13,350,BOGOF,66,220,,,,bengaluru,286,Atliq_High_Glo_15W_LED_Bulb,175.0,23100,38500.0
95792f,STMDU-2,CAMP_SAN_01,P15,3000,500 Cashback,106,243,,,,madurai,349,Atliq_Home_Essential_8_Product_Combo,2500.0,318000,121500.0
53b2fd,STHYD-6,CAMP_DIW_01,P01,172,33% OFF,320,467,,,,hyderabad,787,Atliq_Masoor_Dal (1KG),56.760000000000005,55040,53817.079999999994
6a54d2,STCHE-5,CAMP_SAN_01,P01,172,33% OFF,303,360,,,,chennai,663,Atliq_Masoor_Dal (1KG),56.760000000000005,52116,41486.4
cb7ddd,STVJD-1,CAMP_DIW_01,P09,110,50% OFF,49,65,,,,vijayawada,114,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,5390,3575.0
f57184,STHYD-5,CAMP_SAN_01,P05,55,25% OFF,21,18,,,,hyderabad,39,Atliq_Scrub_Sponge_For_Dishwash,13.75,1155,742.5
4f76ac,STMYS-3,CAMP_DIW_01,P04,290,25% OFF,383,344,,,,mysuru,727,Atliq_Farm_Chakki_Atta (1KG),72.5,111070,74820.0
3b086a,STBLR-4,CAMP_SAN_01,P06,415,25% OFF,36,29,,,,bengaluru,65,Atliq_Fusion_Container_Set_of_3,103.75,14940,9026.25
0cc836,STVSK-0,CAMP_SAN_01,P05,55,25% OFF,18,14,,,,visakhapatnam,32,Atliq_Scrub_Sponge_For_Dishwash,13.75,990,577.5
aacd2a,STMYS-3,CAMP_SAN_01,P10,50,25% OFF,25,21,,,,mysuru,46,Atliq_Cream_Beauty_Bathing_Soap (125GM),12.5,1250,787.5
3968a6,STMYS-3,CAMP_SAN_01,P05,55,25% OFF,19,16,,,,mysuru,35,Atliq_Scrub_Sponge_For_Dishwash,13.75,1045,660.0
fc2170,STCBE-3,CAMP_SAN_01,P08,1190,BOGOF,40,158,,,,coimbatore,198,Atliq_Double_Bedsheet_set,595.0,47600,94010.0
368ca0,STBLR-4,CAMP_SAN_01,P04,370,BOGOF,432,1736,,,,bengaluru,2168,Atliq_Farm_Chakki_Atta (1KG),185.0,159840,321160.0
729701,STVSK-2,CAMP_SAN_01,P06,415,25% OFF,22,18,,,,visakhapatnam,40,Atliq_Fusion_Container_Set_of_3,103.75,9130,5602.5
6d863b,STCBE-1,CAMP_SAN_01,P07,300,BOGOF,40,155,,,,coimbatore,195,Atliq_Curtains,150.0,12000,23250.0
1d651c,STCHE-5,CAMP_SAN_01,P15,3000,500 Cashback,121,273,,,,chennai,394,Atliq_Home_Essential_8_Product_Combo,2500.0,363000,136500.0
a7aa70,STMDU-2,CAMP_SAN_01,P11,190,50% OFF,25,28,,,,madurai,53,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,4750,2660.0
06c981,STHYD-2,CAMP_DIW_01,P14,1020,BOGOF,42,139,,,,hyderabad,181,Atliq_waterproof_Immersion_Rod,510.0,42840,70890.0
626cb9,STMLR-0,CAMP_DIW_01,P09,110,50% OFF,36,48,,,,mangalore,84,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,3960,2640.0
6c1493,STVJD-1,CAMP_SAN_01,P15,3000,500 Cashback,66,144,,,,vijayawada,210,Atliq_Home_Essential_8_Product_Combo,2500.0,198000,72000.0
c22ead,STBLR-6,CAMP_SAN_01,P11,190,50% OFF,43,66,,,,bengaluru,109,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,8170,6270.0
a35a4f,STCHE-6,CAMP_DIW_01,P10,65,50% OFF,122,153,,,,chennai,275,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,7930,4972.5
4f7c26,STCBE-4,CAMP_DIW_01,P15,3000,500 Cashback,316,818,,,,coimbatore,1134,Atliq_Home_Essential_8_Product_Combo,2500.0,948000,409000.0
c4dae9,STHYD-0,CAMP_DIW_01,P08,1190,BOGOF,52,180,,,,hyderabad,232,Atliq_Double_Bedsheet_set,595.0,61880,107100.0
f199be,STBLR-6,CAMP_DIW_01,P06,415,25% OFF,87,78,,,,bengaluru,165,Atliq_Fusion_Container_Set_of_3,103.75,36105,24277.5
c1debe,STCHE-3,CAMP_DIW_01,P15,3000,500 Cashback,381,1303,,,,chennai,1684,Atliq_Home_Essential_8_Product_Combo,2500.0,1143000,651500.0
d61f6f,STHYD-3,CAMP_SAN_01,P03,200,BOGOF,331,903,,,,hyderabad,1234,Atliq_Suflower_Oil (1L),100.0,66200,90300.0
459bc3,STBLR-8,CAMP_SAN_01,P13,350,BOGOF,97,378,,,,bengaluru,475,Atliq_High_Glo_15W_LED_Bulb,175.0,33950,66150.0
ed90b8,STVSK-4,CAMP_SAN_01,P05,55,25% OFF,18,13,,,,visakhapatnam,31,Atliq_Scrub_Sponge_For_Dishwash,13.75,990,536.25
8fecef,STCHE-1,CAMP_DIW_01,P07,300,BOGOF,75,217,,,,chennai,292,Atliq_Curtains,150.0,22500,32550.0
dc2bb1,STMYS-3,CAMP_SAN_01,P02,860,33% OFF,400,476,,,,mysuru,876,Atliq_Sonamasuri_Rice (10KG),283.8,344000,274271.2
13a676,STCBE-4,CAMP_DIW_01,P01,172,33% OFF,203,296,,,,coimbatore,499,Atliq_Masoor_Dal (1KG),56.760000000000005,34916,34111.04
42fb76,STHYD-5,CAMP_DIW_01,P10,65,50% OFF,112,151,,,,hyderabad,263,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,7280,4907.5
f741af,STHYD-2,CAMP_SAN_01,P01,172,33% OFF,333,456,,,,hyderabad,789,Atliq_Masoor_Dal (1KG),56.760000000000005,57276,52549.439999999995
5c6465,STHYD-5,CAMP_SAN_01,P08,1190,BOGOF,36,139,,,,hyderabad,175,Atliq_Double_Bedsheet_set,595.0,42840,82705.0
2ba228,STCHE-5,CAMP_DIW_01,P02,860,33% OFF,316,388,,,,chennai,704,Atliq_Sonamasuri_Rice (10KG),283.8,271760,223565.6
21ac82,STHYD-2,CAMP_SAN_01,P06,415,25% OFF,46,34,,,,hyderabad,80,Atliq_Fusion_Container_Set_of_3,103.75,19090,10582.5
8e97d1,STBLR-7,CAMP_SAN_01,P09,90,25% OFF,72,58,,,,bengaluru,130,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,6480,3915.0
335090,STMYS-0,CAMP_DIW_01,P15,3000,500 Cashback,262,673,,,,mysuru,935,Atliq_Home_Essential_8_Product_Combo,2500.0,786000,336500.0
fc8d10,STMLR-0,CAMP_SAN_01,P08,1190,BOGOF,27,70,,,,mangalore,97,Atliq_Double_Bedsheet_set,595.0,32130,41650.0
9a425b,STCBE-0,CAMP_DIW_01,P03,156,25% OFF,276,267,,,,coimbatore,543,Atliq_Suflower_Oil (1L),39.0,43056,31239.0
4f570c,STBLR-7,CAMP_DIW_01,P05,55,25% OFF,122,107,,,,bengaluru,229,Atliq_Scrub_Sponge_For_Dishwash,13.75,6710,4413.75
d1138a,STTRV-1,CAMP_DIW_01,P12,62,50% OFF,63,84,,,,trivandrum,147,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,3906,2604.0
b6dd84,STVJD-1,CAMP_SAN_01,P01,172,33% OFF,166,225,,,,vijayawada,391,Atliq_Masoor_Dal (1KG),56.760000000000005,28552,25929.0
151c7d,STMLR-1,CAMP_DIW_01,P06,415,25% OFF,49,42,,,,mangalore,91,Atliq_Fusion_Container_Set_of_3,103.75,20335,13072.5
240703,STHYD-5,CAMP_SAN_01,P02,860,33% OFF,471,659,,,,hyderabad,1130,Atliq_Sonamasuri_Rice (10KG),283.8,405060,379715.80000000005
8d5095,STCBE-2,CAMP_DIW_01,P15,3000,500 Cashback,234,840,,,,coimbatore,1074,Atliq_Home_Essential_8_Product_Combo,2500.0,702000,420000.0
efd0d2,STMYS-2,CAMP_DIW_01,P15,3000,500 Cashback,486,1273,,,,mysuru,1759,Atliq_Home_Essential_8_Product_Combo,2500.0,1458000,636500.0
8ef678,STMYS-3,CAMP_DIW_01,P01,172,33% OFF,311,398,,,,mysuru,709,Atliq_Masoor_Dal (1KG),56.760000000000005,53492,45865.52
4ca177,STVSK-4,CAMP_SAN_01,P14,1020,BOGOF,75,198,,,,visakhapatnam,273,Atliq_waterproof_Immersion_Rod,510.0,76500,100980.0
fc3f51,STBLR-6,CAMP_SAN_01,P07,300,BOGOF,40,165,,,,bengaluru,205,Atliq_Curtains,150.0,12000,24750.0
f3d93f,STHYD-4,CAMP_DIW_01,P09,110,50% OFF,73,95,,,,hyderabad,168,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,8030,5225.0
792708,STBLR-5,CAMP_SAN_01,P13,350,BOGOF,115,445,,,,bengaluru,560,Atliq_High_Glo_15W_LED_Bulb,175.0,40250,77875.0
4692bf,STMLR-0,CAMP_SAN_01,P04,370,BOGOF,267,731,,,,mangalore,998,Atliq_Farm_Chakki_Atta (1KG),185.0,98790,135235.0
deb3a5,STHYD-2,CAMP_SAN_01,P12,62,50% OFF,52,72,,,,hyderabad,124,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,3224,2232.0
a0dc46,STHYD-3,CAMP_DIW_01,P05,55,25% OFF,129,104,,,,hyderabad,233,Atliq_Scrub_Sponge_For_Dishwash,13.75,7095,4290.0
bb447f,STCBE-3,CAMP_SAN_01,P12,62,50% OFF,36,55,,,,coimbatore,91,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,2232,1705.0
fa1dd3,STCHE-3,CAMP_SAN_01,P15,3000,500 Cashback,127,367,,,,chennai,494,Atliq_Home_Essential_8_Product_Combo,2500.0,381000,183500.0
837127,STVJD-0,CAMP_DIW_01,P03,156,25% OFF,208,197,,,,vijayawada,405,Atliq_Suflower_Oil (1L),39.0,32448,23049.0
6aae63,STMYS-2,CAMP_DIW_01,P13,350,BOGOF,63,189,,,,mysuru,252,Atliq_High_Glo_15W_LED_Bulb,175.0,22050,33075.0
a24528,STVSK-2,CAMP_DIW_01,P05,55,25% OFF,70,62,,,,visakhapatnam,132,Atliq_Scrub_Sponge_For_Dishwash,13.75,3850,2557.5
4ff977,STVSK-4,CAMP_DIW_01,P15,3000,500 Cashback,292,750,,,,visakhapatnam,1042,Atliq_Home_Essential_8_Product_Combo,2500.0,876000,375000.0
3.42E+08,STMDU-3,CAMP_SAN_01,P11,190,50% OFF,34,38,,,,madurai,72,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,6460,3610.0
f8b215,STBLR-4,CAMP_DIW_01,P14,1020,BOGOF,40,138,,,,bengaluru,178,Atliq_waterproof_Immersion_Rod,510.0,40800,70380.0
f6c17f,STBLR-0,CAMP_SAN_01,P09,90,25% OFF,54,45,,,,bengaluru,99,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,4860,3037.5
67f756,STHYD-5,CAMP_SAN_01,P13,350,BOGOF,111,441,,,,hyderabad,552,Atliq_High_Glo_15W_LED_Bulb,175.0,38850,77175.0
d6cc80,STCHE-4,CAMP_DIW_01,P07,300,BOGOF,61,236,,,,chennai,297,Atliq_Curtains,150.0,18300,35400.0
9d9a6c,STCBE-1,CAMP_SAN_01,P15,3000,500 Cashback,82,190,,,,coimbatore,272,Atliq_Home_Essential_8_Product_Combo,2500.0,246000,95000.0
7ae5f8,STCHE-7,CAMP_DIW_01,P11,190,50% OFF,87,114,,,,chennai,201,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,16530,10830.0
fedf26,STMLR-2,CAMP_SAN_01,P10,50,25% OFF,19,15,,,,mangalore,34,Atliq_Cream_Beauty_Bathing_Soap (125GM),12.5,950,562.5
bfdede,STMYS-2,CAMP_SAN_01,P11,190,50% OFF,61,86,,,,mysuru,147,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,11590,8170.0
e2f806,STMDU-1,CAMP_DIW_01,P14,1020,BOGOF,36,126,,,,madurai,162,Atliq_waterproof_Immersion_Rod,510.0,36720,64260.0
2706c5,STMYS-2,CAMP_DIW_01,P12,62,50% OFF,77,97,,,,mysuru,174,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,4774,3007.0
79f662,STVSK-1,CAMP_SAN_01,P09,90,25% OFF,40,28,,,,visakhapatnam,68,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,3600,1890.0
3133f3,STCHE-5,CAMP_SAN_01,P09,90,25% OFF,63,53,,,,chennai,116,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,5670,3577.5
fd4e7e,STCBE-4,CAMP_SAN_01,P03,200,BOGOF,336,913,,,,coimbatore,1249,Atliq_Suflower_Oil (1L),100.0,67200,91300.0
77c6d5,STCHE-1,CAMP_DIW_01,P09,110,50% OFF,59,67,,,,chennai,126,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,6490,3685.0
0d23fe,STVSK-4,CAMP_DIW_01,P09,110,50% OFF,63,86,,,,visakhapatnam,149,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,6930,4730.0
221da2,STCBE-3,CAMP_SAN_01,P15,3000,500 Cashback,91,211,,,,coimbatore,302,Atliq_Home_Essential_8_Product_Combo,2500.0,273000,105500.0
b1a501,STBLR-0,CAMP_DIW_01,P11,190,50% OFF,80,108,,,,bengaluru,188,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,15200,10260.0
4e42b9,STHYD-4,CAMP_SAN_01,P03,200,BOGOF,376,1447,,,,hyderabad,1823,Atliq_Suflower_Oil (1L),100.0,75200,144700.0
1e5ae7,STCHE-7,CAMP_SAN_01,P09,90,25% OFF,54,51,,,,chennai,105,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,4860,3442.5
078a6a,STMDU-0,CAMP_SAN_01,P09,90,25% OFF,57,47,,,,madurai,104,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,5130,3172.5
8dca75,STBLR-5,CAMP_DIW_01,P13,350,BOGOF,71,248,,,,bengaluru,319,Atliq_High_Glo_15W_LED_Bulb,175.0,24850,43400.0
4eb35e,STCHE-6,CAMP_SAN_01,P04,370,BOGOF,483,1907,,,,chennai,2390,Atliq_Farm_Chakki_Atta (1KG),185.0,178710,352795.0
73ad85,STHYD-5,CAMP_DIW_01,P05,55,25% OFF,106,102,,,,hyderabad,208,Atliq_Scrub_Sponge_For_Dishwash,13.75,5830,4207.5
b98ea0,STCHE-3,CAMP_SAN_01,P11,190,50% OFF,48,69,,,,chennai,117,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,9120,6555.0
4406de,STVSK-1,CAMP_SAN_01,P11,190,50% OFF,28,40,,,,visakhapatnam,68,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,5320,3800.0
e98f37,STBLR-3,CAMP_DIW_01,P08,1190,BOGOF,43,145,,,,bengaluru,188,Atliq_Double_Bedsheet_set,595.0,51170,86275.0
311946,STBLR-5,CAMP_DIW_01,P05,55,25% OFF,119,107,,,,bengaluru,226,Atliq_Scrub_Sponge_For_Dishwash,13.75,6545,4413.75
598637,STCHE-7,CAMP_DIW_01,P09,110,50% OFF,71,90,,,,chennai,161,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,7810,4950.0
a2fd0b,STBLR-6,CAMP_DIW_01,P12,62,50% OFF,112,165,,,,bengaluru,277,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,6944,5115.0
53089f,STTRV-0,CAMP_DIW_01,P07,300,BOGOF,26,87,,,,trivandrum,113,Atliq_Curtains,150.0,7800,13050.0
82ff02,STMDU-0,CAMP_SAN_01,P10,50,25% OFF,22,18,,,,madurai,40,Atliq_Cream_Beauty_Bathing_Soap (125GM),12.5,1100,675.0
20618e,STCHE-3,CAMP_SAN_01,P04,370,BOGOF,379,1622,,,,chennai,2001,Atliq_Farm_Chakki_Atta (1KG),185.0,140230,300070.0
1b6084,STMLR-1,CAMP_DIW_01,P01,172,33% OFF,141,217,,,,mangalore,358,Atliq_Masoor_Dal (1KG),56.760000000000005,24252,25007.079999999998
4cd59b,STVSK-0,CAMP_SAN_01,P09,90,25% OFF,42,35,,,,visakhapatnam,77,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,3780,2362.5
716a3b,STCHE-5,CAMP_SAN_01,P14,1020,BOGOF,130,514,,,,chennai,644,Atliq_waterproof_Immersion_Rod,510.0,132600,262140.0
c32fcd,STHYD-3,CAMP_SAN_01,P08,1190,BOGOF,73,192,,,,hyderabad,265,Atliq_Double_Bedsheet_set,595.0,86870,114240.0
f517b1,STVSK-4,CAMP_SAN_01,P07,300,BOGOF,33,83,,,,visakhapatnam,116,Atliq_Curtains,150.0,9900,12450.0
f2d468,STTRV-0,CAMP_SAN_01,P03,200,BOGOF,190,741,,,,trivandrum,931,Atliq_Suflower_Oil (1L),100.0,38000,74100.0
371e1a,STBLR-5,CAMP_DIW_01,P01,172,33% OFF,322,483,,,,bengaluru,805,Atliq_Masoor_Dal (1KG),56.760000000000005,55384,55660.92
9bd616,STCHE-0,CAMP_DIW_01,P01,172,33% OFF,330,504,,,,chennai,834,Atliq_Masoor_Dal (1KG),56.760000000000005,56760,58080.96
1c9eaa,STBLR-6,CAMP_DIW_01,P02,860,33% OFF,367,612,,,,bengaluru,979,Atliq_Sonamasuri_Rice (10KG),283.8,315620,352634.4
1b0022,STVSK-0,CAMP_SAN_01,P04,370,BOGOF,370,1457,,,,visakhapatnam,1827,Atliq_Farm_Chakki_Atta (1KG),185.0,136900,269545.0
ad2ad4,STMDU-3,CAMP_DIW_01,P04,290,25% OFF,197,175,,,,madurai,372,Atliq_Farm_Chakki_Atta (1KG),72.5,57130,38062.5
fad26a,STCHE-3,CAMP_DIW_01,P01,172,33% OFF,369,546,,,,chennai,915,Atliq_Masoor_Dal (1KG),56.760000000000005,63468,62921.03999999999
26a18a,STVSK-3,CAMP_SAN_01,P15,3000,500 Cashback,109,192,,,,visakhapatnam,301,Atliq_Home_Essential_8_Product_Combo,2500.0,327000,96000.0
d3d574,STMLR-2,CAMP_SAN_01,P08,1190,BOGOF,16,63,,,,mangalore,79,Atliq_Double_Bedsheet_set,595.0,19040,37485.0
0edad5,STTRV-1,CAMP_SAN_01,P13,350,BOGOF,51,205,,,,trivandrum,256,Atliq_High_Glo_15W_LED_Bulb,175.0,17850,35875.0
46ee5a,STCBE-3,CAMP_DIW_01,P04,290,25% OFF,246,214,,,,coimbatore,460,Atliq_Farm_Chakki_Atta (1KG),72.5,71340,46545.0
9d3d1f,STCHE-6,CAMP_SAN_01,P15,3000,500 Cashback,147,320,,,,chennai,467,Atliq_Home_Essential_8_Product_Combo,2500.0,441000,160000.0
caa1e1,STCHE-5,CAMP_SAN_01,P03,200,BOGOF,432,1736,,,,chennai,2168,Atliq_Suflower_Oil (1L),100.0,86400,173600.0
7d9576,STBLR-7,CAMP_SAN_01,P15,3000,500 Cashback,120,345,,,,bengaluru,465,Atliq_Home_Essential_8_Product_Combo,2500.0,360000,172500.0
59f792,STCHE-4,CAMP_DIW_01,P15,3000,500 Cashback,448,1545,,,,chennai,1993,Atliq_Home_Essential_8_Product_Combo,2500.0,1344000,772500.0
86206,STHYD-1,CAMP_SAN_01,P14,1020,BOGOF,102,279,,,,hyderabad,381,Atliq_waterproof_Immersion_Rod,510.0,104040,142290.0
457639,STCHE-4,CAMP_SAN_01,P08,1190,BOGOF,54,222,,,,chennai,276,Atliq_Double_Bedsheet_set,595.0,64260,132090.0
5f18fc,STVJD-1,CAMP_SAN_01,P10,50,25% OFF,18,13,,,,vijayawada,31,Atliq_Cream_Beauty_Bathing_Soap (125GM),12.5,900,487.5
2fe921,STCHE-0,CAMP_SAN_01,P05,55,25% OFF,25,21,,,,chennai,46,Atliq_Scrub_Sponge_For_Dishwash,13.75,1375,866.25
5760fd,STCBE-1,CAMP_SAN_01,P13,350,BOGOF,87,346,,,,coimbatore,433,Atliq_High_Glo_15W_LED_Bulb,175.0,30450,60550.0
715baf,STHYD-3,CAMP_DIW_01,P13,350,BOGOF,82,239,,,,hyderabad,321,Atliq_High_Glo_15W_LED_Bulb,175.0,28700,41825.0
d04bc1,STCBE-0,CAMP_SAN_01,P09,90,25% OFF,49,46,,,,coimbatore,95,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,4410,3105.0
269cec,STBLR-6,CAMP_SAN_01,P02,860,33% OFF,532,813,,,,bengaluru,1345,Atliq_Sonamasuri_Rice (10KG),283.8,457520,468450.60000000003
41dc33,STHYD-1,CAMP_SAN_01,P10,50,25% OFF,36,29,,,,hyderabad,65,Atliq_Cream_Beauty_Bathing_Soap (125GM),12.5,1800,1087.5
420258,STVSK-3,CAMP_SAN_01,P14,1020,BOGOF,54,137,,,,visakhapatnam,191,Atliq_waterproof_Immersion_Rod,510.0,55080,69870.0
005c46,STCBE-2,CAMP_SAN_01,P05,55,25% OFF,18,15,,,,coimbatore,33,Atliq_Scrub_Sponge_For_Dishwash,13.75,990,618.75
642b50,STMYS-1,CAMP_DIW_01,P14,1020,BOGOF,36,145,,,,mysuru,181,Atliq_waterproof_Immersion_Rod,510.0,36720,73950.0
93118f,STVSK-0,CAMP_SAN_01,P03,200,BOGOF,261,1041,,,,visakhapatnam,1302,Atliq_Suflower_Oil (1L),100.0,52200,104100.0
5e0a8c,STBLR-5,CAMP_SAN_01,P12,62,50% OFF,55,77,,,,bengaluru,132,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,3410,2387.0
8ba5a1,STBLR-6,CAMP_DIW_01,P09,110,50% OFF,84,131,,,,bengaluru,215,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,9240,7205.0
eb967c,STMYS-1,CAMP_SAN_01,P15,3000,500 Cashback,133,383,,,,mysuru,516,Atliq_Home_Essential_8_Product_Combo,2500.0,399000,191500.0
726ac4,STBLR-5,CAMP_SAN_01,P04,370,BOGOF,454,1756,,,,bengaluru,2210,Atliq_Farm_Chakki_Atta (1KG),185.0,167980,324860.0
f8b6ac,STCHE-4,CAMP_DIW_01,P02,860,33% OFF,400,580,,,,chennai,980,Atliq_Sonamasuri_Rice (10KG),283.8,344000,334196.0
a83e09,STMDU-3,CAMP_SAN_01,P07,300,BOGOF,22,88,,,,madurai,110,Atliq_Curtains,150.0,6600,13200.0
417902,STMDU-0,CAMP_DIW_01,P08,1190,BOGOF,29,116,,,,madurai,145,Atliq_Double_Bedsheet_set,595.0,34510,69020.0
3100ef,STBLR-5,CAMP_SAN_01,P09,90,25% OFF,67,56,,,,bengaluru,123,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,6030,3780.0
20da13,STBLR-4,CAMP_SAN_01,P07,300,BOGOF,48,185,,,,bengaluru,233,Atliq_Curtains,150.0,14400,27750.0
380a4f,STCHE-1,CAMP_DIW_01,P08,1190,BOGOF,45,137,,,,chennai,182,Atliq_Double_Bedsheet_set,595.0,53550,81515.0
8c13bb,STBLR-5,CAMP_DIW_01,P08,1190,BOGOF,47,159,,,,bengaluru,206,Atliq_Double_Bedsheet_set,595.0,55930,94605.0
d70dcb,STCBE-4,CAMP_SAN_01,P15,3000,500 Cashback,90,146,,,,coimbatore,236,Atliq_Home_Essential_8_Product_Combo,2500.0,270000,73000.0
367337,STCHE-6,CAMP_SAN_01,P09,90,25% OFF,81,60,,,,chennai,141,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,7290,4050.0
ff3c54,STCHE-3,CAMP_SAN_01,P05,55,25% OFF,24,19,,,,chennai,43,Atliq_Scrub_Sponge_For_Dishwash,13.75,1320,783.75
bae5cb,STVSK-3,CAMP_SAN_01,P11,190,50% OFF,34,39,,,,visakhapatnam,73,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,6460,3705.0
23ef05,STVSK-0,CAMP_DIW_01,P12,62,50% OFF,78,121,,,,visakhapatnam,199,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,4836,3751.0
49057f,STHYD-0,CAMP_SAN_01,P15,3000,500 Cashback,121,274,,,,hyderabad,395,Atliq_Home_Essential_8_Product_Combo,2500.0,363000,137000.0
f3de30,STMLR-1,CAMP_SAN_01,P12,62,50% OFF,31,45,,,,mangalore,76,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,1922,1395.0
ac0b1c,STMYS-3,CAMP_SAN_01,P14,1020,BOGOF,78,331,,,,mysuru,409,Atliq_waterproof_Immersion_Rod,510.0,79560,168810.0
75c3a0,STBLR-0,CAMP_DIW_01,P13,350,BOGOF,73,282,,,,bengaluru,355,Atliq_High_Glo_15W_LED_Bulb,175.0,25550,49350.0
5715c0,STVSK-1,CAMP_SAN_01,P12,62,50% OFF,46,66,,,,visakhapatnam,112,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,2852,2046.0
e5db3d,STCBE-0,CAMP_DIW_01,P08,1190,BOGOF,29,98,,,,coimbatore,127,Atliq_Double_Bedsheet_set,595.0,34510,58310.0
ef61c6,STHYD-2,CAMP_SAN_01,P07,300,BOGOF,48,188,,,,hyderabad,236,Atliq_Curtains,150.0,14400,28200.0
0eb526,STMLR-0,CAMP_DIW_01,P07,300,BOGOF,38,113,,,,mangalore,151,Atliq_Curtains,150.0,11400,16950.0
eb8939,STBLR-9,CAMP_DIW_01,P06,415,25% OFF,91,89,,,,bengaluru,180,Atliq_Fusion_Container_Set_of_3,103.75,37765,27701.25
316cd1,STMYS-2,CAMP_SAN_01,P07,300,BOGOF,45,122,,,,mysuru,167,Atliq_Curtains,150.0,13500,18300.0
5a94d6,STVSK-0,CAMP_DIW_01,P06,415,25% OFF,64,58,,,,visakhapatnam,122,Atliq_Fusion_Container_Set_of_3,103.75,26560,18052.5
ff8f10,STMDU-0,CAMP_SAN_01,P11,190,50% OFF,34,47,,,,madurai,81,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,6460,4465.0
9ff8d2,STBLR-1,CAMP_DIW_01,P06,415,25% OFF,87,82,,,,bengaluru,169,Atliq_Fusion_Container_Set_of_3,103.75,36105,25522.5
0c0926,STMDU-3,CAMP_DIW_01,P08,1190,BOGOF,26,91,,,,madurai,117,Atliq_Double_Bedsheet_set,595.0,30940,54145.0
